,id,Aerial Duels won,Age,Assists,Attacking options created,Attempted Passes,Blocks,Clearances,Country,Expected Goal Contributions,Interceptions,Open Play Goals,Open Play Expected Goals,Percentage of Passes Completed,Progressive Passes Rec,Progressive Passes,Progressive Carries,Shots,Successful Dribbles,Touches in attacking penalty area,Tackles,Value at beginning of 2020/21 season,Value at beginning of 2021/22 season,Value at beginning of 2022/23 season,Value at beginning of 2023/24 season,Country_England,Country_France,Country_Germany,Country_Italy,Country_Other,Country_Spain
282,1138,2.1,34,0.0,1.32,45.4,1.12,2.91,Guadeloupe,0.05,2.4,0.0,0.03,65.3,2.25,3.37,1.98,0.66,0.66,0.86,2.31,0.725,0.65,0.3,0.25,0,0,0,0,1,0
283,1242,1.3,27,0.1,1.66,76.1,1.19,2.51,Germany,0.08,0.8,0.06,0.08,90.5,2.0,5.45,1.48,1.16,0.35,1.39,0.97,48.0,35.0,35.0,35.0,0,0,1,0,0,0
284,458,1.2,35,0.0,2.23,48.0,0.55,0.92,France,0.05,0.9,0.14,0.14,87.7,3.31,4.51,2.07,1.2,1.43,1.1,0.97,4.0,2.5,3.0,3.0,0,1,0,0,0,0
285,375,0.9,25,0.0,0.86,50.5,1.25,2.49,Greece,0.03,0.8,0.03,0.02,81.2,0.46,3.19,0.61,0.3,0.3,0.43,1.37,1.8,2.3,4.0,3.5,0,0,0,0,1,0
286,333,1.2,34,0.2,2.22,65.8,1.31,2.21,Italy,0.08,1.5,0.0,0.05,87.6,1.91,4.33,0.91,0.5,0.2,1.81,2.82,8.0,3.5,3.0,1.5,0,0,0,1,0,0
287,1504,1.0,22,0.19,2.44,19.6,0.34,0.97,Spain,0.1,0.1,0.22,0.3,78.0,4.57,1.57,1.5,2.85,0.67,3.79,0.6,2.3,2.4,2.5,10.0,0,0,0,0,0,1
288,1497,0.4,28,0.32,4.14,40.9,1.18,0.28,Germany,0.28,0.4,0.59,0.52,79.7,10.01,3.59,3.31,3.59,1.26,6.46,1.69,90.0,70.0,65.0,55.0,0,0,1,0,0,0
289,1240,1.1,25,0.0,4.35,49.8,0.83,0.99,Germany,0.12,0.4,0.25,0.15,74.2,4.06,5.3,2.15,1.74,2.73,1.57,2.07,0.575,0.8,0.8,2.5,0,0,1,0,0,0
291,745,0.3,42,0.2,4.64,56.6,0.7,0.5,Spain,0.27,0.7,0.1,0.1,82.9,6.13,4.63,3.72,1.21,2.11,2.41,0.6,1.5,1.5,1.5,1.5,0,0,0,0,0,1
292,1576,1.5,26,0.08,1.02,44.9,0.65,3.07,Germany,0.02,1.4,0.0,0.02,83.4,1.17,2.42,0.61,0.32,0.32,0.69,1.74,28.0,25.0,22.0,18.0,0,0,1,0,0,0
293,720,2.5,26,0.15,1.58,30.2,1.65,1.8,Denmark,0.1,0.8,0.15,0.17,66.2,2.67,2.96,0.92,0.92,0.44,2.77,1.65,2.0,3.5,3.5,5.0,0,0,0,0,1,0
294,328,2.2,29,0.0,0.29,43.6,1.24,4.95,Italy,0.0,1.4,0.0,0.09,88.0,0.14,0.83,0.28,0.83,0.14,0.96,1.24,12.0,3.5,3.5,2.0,0,0,0,1,0,0
295,785,0.7,30,0.11,2.82,68.8,0.7,1.21,France,0.13,1.1,0.08,0.1,85.8,2.39,8.12,1.8,0.89,0.35,0.97,1.94,30.0,30.0,22.0,16.0,0,1,0,0,0,0
296,318,0.5,25,0.33,4.77,42.0,1.0,0.4,Spain,0.33,0.4,0.13,0.23,74.5,6.01,4.74,2.47,3.01,2.61,3.67,1.27,33.0,50.0,45.0,40.0,0,0,0,0,0,1
297,1305,1.2,22,0.44,4.13,30.0,1.47,0.82,Austria,0.29,0.8,0.22,0.27,60.8,7.26,3.5,2.29,1.69,1.42,3.66,2.13,1.5,4.0,8.0,18.0,0,0,0,0,1,0
298,1155,0.5,23,0.1,3.55,30.1,0.8,1.09,Netherlands,0.29,0.6,0.0,0.25,67.7,8.85,2.09,5.07,2.49,1.39,3.68,1.79,4.5,1.5,1.5,1.2,0,0,0,0,1,0
299,1630,2.4,24,0.12,2.88,13.6,0.18,1.08,Nigeria,0.11,0.2,0.87,0.79,68.7,6.66,1.05,1.6,4.43,0.9,7.77,0.45,50.0,60.0,65.0,120.0,0,0,0,0,1,0
300,167,3.1,31,0.06,2.37,17.0,0.63,0.75,Brazil,0.05,0.1,0.38,0.45,67.5,5.41,1.32,0.69,3.27,0.94,6.41,0.57,50.0,25.0,20.0,15.0,0,0,0,0,1,0
301,12,1.3,25,0.0,0.62,38.1,1.27,3.51,Ghana,0.0,0.9,0.0,0.05,76.7,0.1,1.85,0.49,0.59,0.49,0.78,1.07,0.7,3.0,3.0,1.5,0,0,0,0,1,0
302,171,2.3,26,0.05,1.21,51.2,1.79,2.02,Germany,0.03,1.5,0.0,0.01,84.7,0.55,3.62,0.23,0.28,0.64,0.32,2.25,2.0,3.5,4.5,4.0,0,0,1,0,0,0
303,649,1.9,27,0.3,4.22,28.3,0.64,0.89,Nigeria,0.22,0.2,0.05,0.18,65.3,9.92,2.63,1.83,1.74,1.49,5.01,0.4,2.0,2.0,3.0,4.0,0,0,0,0,1,0
304,260,1.4,22,0.07,3.43,30.5,1.4,0.6,Belgium,0.14,0.5,0.0,0.19,76.9,5.6,4.4,3.47,1.53,2.47,4.6,1.87,12.0,25.0,27.0,22.0,0,0,0,0,1,0
305,1040,2.1,27,0.0,2.6,35.2,1.65,0.94,France,0.14,1.7,0.12,0.15,74.2,7.31,3.42,3.3,0.94,0.94,2.95,3.18,5.0,8.0,8.0,1.2,0,1,0,0,0,0
306,1317,2.4,28,0.06,0.92,45.6,0.77,3.92,Poland,0.04,1.3,0.06,0.07,74.1,0.94,3.31,1.1,0.61,0.06,0.94,2.65,2.5,5.0,4.5,3.0,0,0,0,0,1,0
307,672,0.6,20,0.13,3.08,37.5,1.13,0.83,Italy,0.15,1.2,0.1,0.11,82.6,5.16,3.53,3.63,0.9,1.7,2.53,2.36,1.0,7.0,9.0,25.0,0,0,0,1,0,0
308,258,1.5,29,0.0,2.48,59.4,0.73,2.44,Greece,0.13,1.3,0.16,0.08,70.9,3.82,4.87,2.6,1.54,0.32,0.41,1.3,2.0,2.5,2.2,1.0,0,0,0,0,1,0
309,1338,1.3,23,0.0,1.23,62.8,1.45,1.99,France,0.04,1.3,0.03,0.05,87.4,1.36,4.72,1.77,0.35,0.33,0.57,1.96,2.0,10.0,17.0,30.0,0,1,0,0,0,0
310,138,0.9,32,0.47,5.29,50.8,1.08,0.88,France,0.44,0.7,0.44,0.44,77.4,6.31,5.43,2.95,3.61,1.41,4.88,1.54,80.0,50.0,35.0,25.0,0,1,0,0,0,0
311,549,1.4,21,0.21,3.17,15.4,1.05,0.63,France,0.19,0.6,0.14,0.27,57.3,6.74,2.18,2.6,2.18,3.02,6.11,1.19,0.5,8.0,13.0,18.0,0,1,0,0,0,0
312,781,1.7,31,0.1,2.72,29.0,1.16,1.03,Ghana,0.12,0.5,0.13,0.12,77.3,5.77,2.09,2.75,1.06,2.16,3.25,2.19,10.0,6.0,6.0,5.0,0,0,0,0,1,0
313,1302,0.0,25,0.19,2.78,56.1,1.52,1.14,Norway,0.14,1.4,0.0,0.02,83.4,1.89,7.01,0.95,0.57,0.19,0.0,2.46,1.3,1.6,4.5,4.5,0,0,0,0,1,0
314,1347,3.6,25,0.0,0.57,45.0,1.44,5.92,Poland,0.06,1.0,0.09,0.12,83.1,0.09,2.15,0.18,0.54,0.18,0.63,1.17,0.6,1.5,1.5,3.0,0,0,0,0,1,0
315,998,1.4,27,0.0,0.39,75.2,0.84,2.9,Germany,0.01,1.3,0.0,0.03,87.5,1.31,3.93,0.47,0.56,0.09,0.47,1.78,38.0,23.0,18.0,12.0,0,0,1,0,0,0
316,558,0.3,23,0.13,3.79,43.5,0.9,1.03,Italy,0.14,1.5,0.0,0.07,65.4,5.79,3.61,2.45,1.16,1.29,1.67,1.29,0.125,0.7,0.7,2.0,0,0,0,1,0,0
318,1480,1.5,27,0.0,2.88,53.2,1.29,0.73,Serbia,0.09,1.0,0.06,0.07,86.2,2.13,3.19,1.9,1.12,0.28,1.46,1.62,5.0,8.0,12.0,12.0,0,0,0,0,1,0
319,531,5.1,24,0.09,1.97,23.2,0.6,0.77,Italy,0.04,0.7,0.26,0.19,67.9,5.39,1.54,1.28,2.23,1.03,4.2,0.86,0.3,0.8,0.9,1.2,0,0,0,1,0,0
321,723,1.7,29,0.09,2.13,48.9,1.01,1.66,Finland,0.11,1.4,0.0,0.01,75.5,2.86,4.15,1.11,0.46,0.28,0.18,2.03,2.8,2.5,2.0,1.0,0,0,0,0,1,0
322,914,0.3,22,0.06,2.82,18.7,0.71,0.64,Belgium,0.12,1.0,0.19,0.25,67.0,6.03,1.92,3.78,2.57,2.05,3.27,0.96,0.4,3.0,4.0,6.0,0,0,0,0,1,0
323,409,1.2,36,0.12,1.56,22.0,0.62,0.68,Uruguay,0.12,0.1,0.19,0.25,74.3,3.29,1.24,0.5,1.93,0.25,3.35,0.43,12.0,4.0,4.0,3.0,0,0,0,0,1,0
324,325,0.5,34,0.11,3.26,70.4,1.1,0.85,Spain,0.12,0.8,0.03,0.05,86.6,0.88,6.85,0.71,0.71,0.79,0.38,1.95,10.0,9.0,9.0,6.0,0,0,0,0,0,1
325,999,1.7,24,0.0,2.84,20.1,0.5,0.4,Germany,0.05,0.3,0.4,0.34,66.2,7.01,1.8,1.5,2.2,1.0,3.4,0.5,4.5,18.0,18.0,12.0,0,0,1,0,0,0
326,299,1.7,36,0.0,1.56,13.9,0.83,0.41,Uruguay,0.12,0.2,0.33,0.46,72.6,2.15,0.83,0.17,2.39,0.0,4.62,1.07,3.0,1.5,1.5,2.0,0,0,0,0,1,0
327,1080,1.8,25,0.17,2.58,74.1,1.38,1.67,Uruguay,0.13,1.2,0.08,0.06,86.1,3.46,4.76,2.96,0.54,0.46,2.17,2.29,0.5,0.5,0.2,18.0,0,0,0,0,1,0
328,943,1.1,23,0.0,2.53,47.4,0.86,0.97,Scotland,0.04,0.8,0.27,0.2,85.3,4.43,3.42,1.21,1.67,0.35,2.68,1.71,1.5,2.0,2.0,12.0,0,0,0,0,1,0
329,1476,1.2,26,0.0,3.24,53.9,1.73,1.36,Argentina,0.05,1.7,0.0,0.06,82.3,0.74,5.08,0.12,1.73,0.5,0.5,3.59,8.0,7.5,6.5,5.5,0,0,0,0,1,0
332,193,0.9,25,0.13,1.89,65.9,1.36,2.14,England,0.09,0.7,0.05,0.03,84.8,3.6,7.17,1.77,0.26,0.23,1.41,1.77,22.0,40.0,40.0,55.0,1,0,0,0,0,0
334,573,2.7,26,0.03,0.93,55.6,1.63,4.34,Brazil,0.05,1.4,0.1,0.17,89.7,0.18,1.6,0.23,0.99,0.13,1.63,1.07,6.0,20.0,30.0,40.0,0,0,0,0,1,0
335,503,2.9,26,0.0,0.49,34.3,0.94,4.59,Croatia,0.02,1.9,0.0,0.06,78.1,0.05,0.89,0.16,0.47,0.1,0.89,1.98,7.0,7.0,6.0,2.0,0,0,0,0,1,0
336,605,0.3,27,0.0,1.98,50.4,0.73,1.26,England,0.08,1.3,0.0,0.03,82.4,0.89,6.14,1.0,0.73,0.89,0.21,1.42,25.0,17.0,15.0,10.0,1,0,0,0,0,0
337,979,1.8,24,0.05,0.8,42.3,0.66,2.7,France,0.05,1.9,0.0,0.03,81.8,0.71,2.55,0.66,0.36,0.31,0.92,2.24,1.8,2.2,3.5,3.0,0,1,0,0,0,0
339,3,0.3,20,0.06,3.7,61.8,1.42,1.02,England,0.11,1.0,0.06,0.16,84.1,4.77,7.16,1.65,1.25,0.8,2.84,2.67,20.0,5.0,3.0,5.0,1,0,0,0,0,0
340,1227,0.5,27,0.08,1.55,31.8,1.25,2.1,Switzerland,0.08,0.6,0.08,0.1,74.3,1.79,2.8,0.78,0.62,0.08,1.25,2.1,1.5,3.5,3.0,2.0,0,0,0,0,1,0
341,1049,1.5,30,0.03,3.31,26.4,1.18,0.69,Germany,0.17,0.4,0.24,0.24,57.6,6.89,2.98,2.7,2.22,1.11,4.71,0.76,25.0,28.0,28.0,3.0,0,0,1,0,0,0
342,467,1.7,27,0.0,1.97,50.7,1.2,2.89,France,0.04,2.4,0.0,0.05,75.9,6.84,5.25,2.22,0.72,2.02,0.67,3.18,5.0,8.0,7.0,4.0,0,1,0,0,0,0
343,321,3.0,38,0.0,2.14,16.6,0.59,0.85,Italy,0.06,0.2,0.42,0.23,61.5,3.06,0.85,0.42,2.38,0.0,4.33,0.51,0.3,0.2,0.2,0.2,0,0,0,1,0,0
344,5,2.1,22,0.05,1.75,18.3,0.39,0.93,Senegal,0.12,0.2,0.25,0.27,73.3,6.86,1.03,1.86,1.91,1.03,3.82,1.08,8.0,8.0,8.0,6.0,0,0,0,0,1,0
345,222,3.3,28,0.0,0.76,47.6,1.45,3.11,France,0.01,2.3,0.0,0.05,80.4,0.25,2.89,0.33,0.58,0.11,0.98,1.63,0.9,4.5,5.0,5.0,0,1,0,0,0,0
348,39,1.2,31,0.0,0.58,56.1,1.17,3.57,Algeria,0.02,1.3,0.0,0.01,90.7,0.55,2.22,0.43,0.12,0.06,0.37,1.11,8.0,6.0,6.0,3.0,0,0,0,0,1,0
349,542,0.9,27,0.06,3.94,28.1,0.97,0.58,France,0.13,0.7,0.13,0.16,72.6,5.24,4.46,3.56,1.68,3.82,2.39,1.1,0.7,1.0,1.3,1.2,0,1,0,0,0,0
350,242,0.7,31,0.03,1.47,47.6,0.99,3.21,Spain,0.08,1.0,0.0,0.02,74.4,3.1,3.65,1.74,0.31,0.89,0.85,2.56,2.5,2.5,2.0,1.5,0,0,0,0,0,1
351,1525,1.1,29,0.08,1.8,39.0,1.03,1.37,France,0.03,1.1,0.0,0.02,84.1,0.84,3.12,0.99,0.65,1.07,0.49,1.79,5.0,5.0,5.0,3.5,0,1,0,0,0,0
352,136,3.1,35,0.08,1.14,13.4,0.94,2.19,France,0.1,0.2,0.16,0.43,58.5,3.91,0.94,0.31,2.11,0.0,3.2,0.47,2.8,2.0,3.0,0.7,0,1,0,0,0,0
354,1342,0.2,29,0.31,5.72,59.4,0.59,0.34,Poland,0.31,0.6,0.15,0.18,83.5,4.74,5.08,2.29,2.08,0.93,2.2,0.77,40.0,50.0,40.0,35.0,0,0,0,0,1,0
355,965,1.0,20,0.38,2.02,44.6,0.64,3.46,Germany,0.16,0.8,0.13,0.15,80.2,4.1,1.54,1.54,0.51,1.28,1.41,3.21,1.0,5.0,6.5,6.5,0,0,1,0,0,0
356,993,1.9,24,0.0,3.6,35.2,1.14,0.21,Colombia,0.04,0.9,0.52,0.43,80.5,8.72,4.05,3.11,2.91,1.97,3.32,2.18,10.0,11.0,16.0,22.0,0,0,0,0,1,0
357,1691,1.0,32,0.0,2.53,40.7,0.5,0.5,Comoros,0.08,1.3,0.0,0.06,78.5,2.91,4.08,1.42,1.5,0.83,1.25,1.83,0.8,1.2,1.5,0.9,0,0,0,0,1,0
358,1208,1.0,29,0.03,1.26,51.3,1.44,2.84,Portugal,0.02,1.0,0.0,0.01,80.8,5.03,3.76,1.71,0.31,1.13,0.99,2.43,7.5,4.0,5.0,15.0,0,0,0,0,1,0
359,966,1.1,24,0.0,3.42,68.8,1.44,1.92,Italy,0.13,1.7,0.0,0.08,70.7,5.09,3.93,2.88,1.92,1.63,1.06,2.01,12.0,8.0,9.0,7.0,0,0,0,1,0,0
360,1550,4.3,33,0.13,2.47,31.3,0.92,0.65,Germany,0.13,0.3,0.52,0.19,56.5,8.63,2.22,1.44,2.88,0.52,4.19,1.7,0.8,0.8,1.2,0.9,0,0,1,0,0,0
361,581,1.1,30,0.18,3.58,51.6,0.83,1.26,Switzerland,0.16,0.4,0.23,0.16,85.0,5.26,6.37,1.19,1.29,0.48,3.18,1.16,25.0,20.0,20.0,20.0,0,0,0,0,1,0
364,661,1.7,28,0.07,2.89,26.9,1.24,0.82,Spain,0.17,0.4,0.0,0.09,55.9,7.07,1.1,3.57,1.58,0.82,1.51,2.2,1.5,0.8,1.2,1.2,0,0,0,0,0,1
365,1226,4.3,21,0.07,4.33,38.0,0.93,0.4,Spain,0.1,0.3,0.27,0.41,66.7,7.44,4.65,2.46,3.86,1.66,4.85,1.13,16.0,24.0,25.0,30.0,0,0,0,0,0,1
366,1575,2.1,23,0.04,1.69,20.0,0.65,0.77,Netherlands,0.09,0.1,0.46,0.42,62.6,6.66,1.15,0.88,2.33,0.38,4.21,0.31,0.075,0.4,1.0,12.0,0,0,0,0,1,0
367,376,1.5,24,0.06,2.52,61.4,1.1,1.95,Portugal,0.11,1.5,0.06,0.1,80.8,3.7,4.44,2.11,0.78,0.84,1.72,2.34,12.0,12.0,18.0,40.0,0,0,0,0,1,0
368,1414,2.3,27,0.04,1.1,50.7,1.59,2.46,Brazil,0.02,1.0,0.07,0.06,77.8,1.74,3.55,0.69,0.69,0.18,1.56,2.54,5.0,5.0,6.0,10.0,0,0,0,0,1,0
369,314,3.8,24,0.0,1.04,69.8,1.35,5.74,France,0.04,1.5,0.0,0.14,85.4,0.0,3.12,0.21,0.92,0.07,1.42,0.99,31.5,14.0,9.0,2.5,0,1,0,0,0,0
370,442,0.8,21,0.1,3.61,40.0,2.02,0.71,France,0.17,1.2,0.0,0.14,78.5,5.87,2.93,2.33,1.72,2.12,3.54,2.33,0.5,2.0,2.0,7.0,0,1,0,0,0,0
371,1483,2.8,26,0.0,2.04,36.3,1.18,3.12,Scotland,0.04,1.0,0.14,0.23,81.8,2.08,2.77,1.46,1.25,0.97,2.15,2.63,25.0,35.0,32.0,25.0,0,0,0,0,1,0
372,319,0.5,35,0.26,2.43,29.4,1.33,0.6,Spain,0.15,0.9,0.13,0.11,78.4,2.74,3.26,1.84,1.07,1.2,1.8,1.8,1.2,1.2,1.2,1.2,0,0,0,0,0,1
373,281,0.7,29,0.27,3.77,32.4,0.77,0.73,Ghana,0.18,0.2,0.14,0.11,60.7,10.49,1.64,3.04,1.32,1.41,2.86,1.04,1.6,1.0,1.0,2.2,0,0,0,0,1,0
374,1392,0.6,31,0.22,3.83,34.1,0.52,0.67,Italy,0.27,0.4,0.3,0.24,72.0,9.31,4.17,4.17,2.76,1.34,4.54,0.75,2.0,3.0,2.5,2.0,0,0,0,1,0,0
375,1361,1.2,29,0.0,1.3,33.1,0.9,0.95,Germany,0.03,1.2,0.05,0.05,76.1,0.76,2.43,0.4,0.64,0.29,0.55,1.98,8.0,5.5,6.0,10.0,0,0,1,0,0,0
376,1281,0.6,25,0.0,3.09,53.6,0.81,0.76,Spain,0.12,1.3,0.1,0.2,78.8,1.88,5.98,1.47,2.18,0.56,1.22,1.62,1.0,3.0,3.0,8.0,0,0,0,0,0,1
377,424,1.3,28,0.03,1.85,54.1,1.64,1.51,Tunisia,0.06,1.8,0.22,0.19,87.7,1.92,4.88,1.58,1.01,0.76,1.7,2.49,6.8,13.0,13.0,13.0,0,0,0,0,1,0
378,553,1.4,31,0.22,3.69,35.3,0.44,0.73,Spain,0.22,0.4,0.44,0.6,73.1,7.9,4.98,1.54,3.0,2.12,4.9,0.8,30.0,40.0,40.0,20.0,0,0,0,0,0,1
379,594,0.3,27,0.11,4.04,51.4,0.87,0.49,Morocco,0.18,1.4,0.05,0.1,79.8,4.07,7.33,2.33,1.63,0.81,1.52,2.39,0.8,1.8,2.0,2.0,0,0,0,0,1,0
380,1668,1.5,31,0.08,2.8,20.8,1.15,1.07,Netherlands,0.15,0.7,0.08,0.32,71.3,4.35,1.76,0.46,1.76,0.46,3.21,1.3,30.0,20.0,17.0,12.0,0,0,0,0,1,0
382,1333,0.5,28,0.48,3.18,37.5,1.51,0.41,Germany,0.25,0.4,0.21,0.11,72.2,3.23,4.33,1.31,1.17,0.41,1.58,2.13,2.0,3.5,2.5,2.8,0,0,1,0,0,0
383,829,0.9,27,0.0,1.1,57.2,1.09,1.52,Germany,0.03,0.9,0.0,0.01,89.1,0.33,3.9,0.33,0.33,0.43,0.57,2.04,17.0,22.0,22.0,10.0,0,0,1,0,0,0
385,1377,0.8,21,0.14,2.77,34.5,0.83,0.56,Brazil,0.09,0.7,0.28,0.2,79.8,3.76,3.48,1.81,1.39,1.25,2.78,1.67,22.5,10.0,8.0,2.0,0,0,0,0,1,0
387,227,2.9,21,0.04,0.53,44.0,1.13,2.77,Argentina,0.03,1.1,0.04,0.05,79.4,0.38,2.27,0.46,0.5,0.08,1.01,2.14,2.3,1.5,2.0,2.7,0,0,0,0,1,0
388,910,1.0,33,0.0,1.23,83.7,0.52,1.21,England,0.02,0.9,0.0,0.02,87.0,3.46,6.95,2.37,0.24,0.68,0.76,0.88,40.0,25.0,18.0,13.0,1,0,0,0,0,0
389,1033,0.6,25,0.25,2.98,36.6,1.42,1.23,Germany,0.15,1.2,0.29,0.2,61.7,5.0,3.33,1.86,2.4,1.76,2.16,2.11,8.0,3.5,2.4,5.0,0,0,1,0,0,0
390,1131,3.1,25,0.0,0.24,38.3,1.41,3.34,Turkey,0.03,1.5,0.06,0.05,85.8,0.23,1.52,0.18,0.35,0.12,0.82,2.4,30.0,28.0,30.0,20.0,0,0,0,0,1,0
391,1037,1.9,32,0.0,1.54,80.7,1.25,2.78,Spain,0.08,1.0,0.16,0.12,89.5,1.31,5.62,1.91,0.6,0.22,1.04,1.09,60.0,55.0,50.0,5.0,0,0,0,0,0,1
392,66,0.3,27,0.19,3.36,40.9,1.09,0.77,Nigeria,0.17,0.7,0.05,0.08,75.1,3.86,5.17,2.4,1.12,1.47,1.57,1.84,25.5,18.0,18.0,28.0,0,0,0,0,1,0
393,393,1.4,29,0.0,2.23,46.5,1.81,1.02,Germany,0.04,1.4,0.12,0.1,73.1,1.53,5.65,0.67,1.53,0.39,1.26,2.32,6.8,6.0,5.0,3.5,0,0,1,0,0,0
394,579,3.6,34,0.0,0.4,43.3,1.02,4.22,Spain,0.0,1.3,0.13,0.09,79.6,0.0,1.66,0.0,1.15,0.0,1.54,1.28,0.4,0.7,0.7,0.7,0,0,0,0,0,1
395,24,2.4,28,0.06,2.78,29.7,0.48,1.02,Mali,0.24,0.2,0.12,0.09,65.8,9.39,2.17,5.11,1.14,2.95,3.37,0.84,2.5,3.0,4.5,10.0,0,0,0,0,1,0
396,211,1.0,24,0.0,1.33,49.8,0.83,1.49,France,0.02,1.9,0.0,0.0,86.0,1.11,4.03,0.94,0.06,0.66,0.11,3.15,24.5,28.0,25.0,20.0,0,1,0,0,0,0
397,1325,0.1,23,0.23,3.39,52.7,1.96,2.08,Spain,0.23,1.1,0.17,0.14,71.1,6.86,3.0,2.65,1.85,1.21,1.56,2.31,9.0,25.0,25.0,40.0,0,0,0,0,0,1
398,1277,1.2,31,0.0,1.85,49.3,1.46,1.64,Spain,0.03,1.2,0.06,0.06,86.5,0.48,4.08,0.51,0.71,0.63,0.86,2.11,8.0,5.0,5.0,5.0,0,0,0,0,0,1
399,536,1.8,26,0.27,4.03,30.6,1.16,0.58,Brazil,0.23,0.4,0.39,0.63,80.3,8.5,2.76,2.02,3.42,2.17,8.54,1.48,60.0,60.0,50.0,75.0,0,0,0,0,1,0
400,915,0.5,34,0.36,4.41,40.3,1.25,0.99,Germany,0.34,0.6,0.42,0.29,80.4,4.62,4.0,1.14,2.6,0.42,2.44,1.25,5.0,3.5,2.5,1.0,0,0,1,0,0,0
402,85,1.0,31,0.12,2.12,44.5,1.5,2.85,Uruguay,0.13,1.4,0.0,0.05,64.1,3.72,3.08,1.53,0.58,0.72,0.95,2.51,2.0,3.0,6.0,3.5,0,0,0,0,1,0
403,1532,3.9,31,0.04,0.67,46.9,1.58,5.0,Germany,0.02,1.7,0.0,0.03,75.7,0.38,3.46,0.34,0.26,0.23,0.68,1.62,1.4,2.5,2.5,2.0,0,0,1,0,0,0
404,272,2.1,33,0.02,0.62,41.5,1.59,3.93,England,0.04,1.3,0.07,0.06,86.7,0.18,1.54,0.16,0.5,0.05,1.18,0.91,17.0,8.0,8.0,8.0,1,0,0,0,0,0
406,1006,0.7,24,0.0,1.11,24.6,1.14,3.09,Denmark,0.11,0.8,0.0,0.02,64.0,2.92,1.54,0.65,0.24,0.24,1.06,1.79,1.0,4.0,5.0,6.0,0,0,0,0,1,0
407,1646,1.7,27,0.06,1.26,63.2,1.35,3.77,Germany,0.04,1.2,0.03,0.06,79.1,1.6,4.14,1.72,0.74,0.58,1.1,1.5,5.5,7.5,6.0,4.5,0,0,1,0,0,0
408,1534,2.0,33,0.0,0.22,27.4,0.64,4.82,Serbia,0.0,0.9,0.0,0.01,78.7,0.05,0.91,0.05,0.05,0.0,0.43,0.75,13.0,11.0,10.0,2.0,0,0,0,0,1,0
409,630,2.0,27,0.0,0.72,30.8,0.95,2.06,Ghana,0.01,0.6,0.0,0.03,81.5,0.42,2.48,0.16,0.63,0.58,0.42,1.64,2.0,2.5,3.5,3.0,0,0,0,0,1,0
410,1168,2.4,25,0.05,0.3,51.8,1.45,5.0,Tunisia,0.01,1.1,0.03,0.02,89.0,0.0,1.61,0.34,0.24,0.18,0.42,1.39,0.575,1.5,1.2,8.0,0,0,0,0,1,0
412,1167,0.8,23,0.09,3.39,46.7,1.24,0.97,Spain,0.1,0.8,0.13,0.12,79.0,1.11,4.92,0.75,1.73,0.44,1.06,2.22,5.0,3.0,3.0,5.0,0,0,0,0,0,1
413,950,1.7,29,0.0,0.95,39.0,1.4,2.99,Argentina,0.01,1.3,0.0,0.07,83.1,0.0,1.6,0.2,0.6,0.1,1.1,1.9,3.5,2.5,2.5,1.8,0,0,0,0,1,0
414,505,0.3,22,0.0,3.39,43.3,0.85,1.19,Italy,0.08,0.7,0.17,0.23,78.8,2.55,4.42,2.21,3.23,1.36,0.68,1.87,0.4,1.2,1.8,1.8,0,0,0,1,0,0
416,923,1.6,23,0.13,2.08,23.4,1.6,1.64,Luxembourg,0.1,1.8,0.17,0.18,68.0,2.06,2.27,0.71,1.35,0.21,2.44,2.52,4.0,11.0,9.0,14.0,0,0,0,0,1,0
417,1357,0.5,22,0.09,2.11,45.6,1.49,0.79,Spain,0.14,1.0,0.09,0.11,83.1,3.15,4.47,2.19,1.66,1.49,1.58,1.66,0.1,1.0,1.0,4.0,0,0,0,0,0,1
418,362,0.4,29,0.0,3.4,43.1,1.05,0.38,Spain,0.11,0.5,0.0,0.06,73.2,3.24,4.1,2.48,0.38,1.81,1.14,2.48,10.0,10.0,10.0,5.0,0,0,0,0,0,1
419,1375,0.6,27,0.14,3.42,56.5,1.03,1.17,Romania,0.16,0.5,0.07,0.06,79.0,0.96,4.18,1.24,1.17,0.78,0.57,1.56,10.0,14.0,12.0,8.0,0,0,0,0,1,0
420,622,2.2,32,0.04,2.18,59.4,1.17,3.04,Spain,0.12,1.0,0.0,0.07,76.7,4.49,3.87,1.12,0.79,0.21,2.12,2.21,5.0,4.0,4.0,3.0,0,0,0,0,0,1
421,2,0.1,26,0.15,3.01,50.1,1.07,1.51,Spain,0.15,0.8,0.24,0.08,74.0,2.97,4.19,1.22,0.88,0.49,0.68,2.05,4.5,5.0,5.0,7.0,0,0,0,0,0,1
422,6,2.5,26,0.0,3.62,38.8,1.52,0.42,Morocco,0.13,0.2,0.08,0.14,67.2,4.55,4.13,0.59,2.61,1.18,2.61,1.52,1.5,2.0,3.0,2.5,0,0,0,0,1,0
423,311,1.5,33,0.0,2.1,72.0,1.66,2.5,Netherlands,0.03,1.0,0.0,0.06,84.1,2.16,7.15,0.33,0.67,0.17,0.67,3.16,20.0,13.5,13.5,3.0,0,0,0,0,1,0
424,1666,0.6,33,0.2,2.58,25.9,0.65,0.0,France,0.18,0.2,0.55,0.56,74.0,8.06,3.14,1.91,2.73,0.92,6.21,0.65,40.0,28.0,25.0,15.0,0,1,0,0,0,0
